tile_id;time;score;lower_left_lon;lower_left_lat;upper_right_lon;upper_right_lat
31926059;2020-01-27;0;7.4070976;46.9636714;7.408411;46.9645713
31934051;2020-01-27;0;7.407097;46.964571;7.4084104;46.9654708
31942044;2020-01-27;0;7.4070965;46.9654705;7.4084099;46.9663703
31950038;2020-01-27;0;7.4070959;46.96637;7.4084094;46.9672699
31958033;2020-01-27;0;7.4070954;46.9672695;7.4084089;46.9681694
31966029;2020-01-27;0;7.4070948;46.968169;7.4084083;46.9690689
31886113;2020-01-27;0;7.4084146;46.9582747;7.4097279;46.9591746
31894100;2020-01-27;0;7.4084141;46.9591742;7.4097274;46.9600741
31902088;2020-01-27;0;7.4084136;46.9600737;7.4097269;46.9609736
31910077;2020-01-27;0;7.408413;46.9609733;7.4097264;46.9618731
31918067;2020-01-27;0;7.4084125;46.9618728;7.4097259;46.9627726
31926058;2020-01-27;0;7.408412;46.9627723;7.4097254;46.9636722
31934050;2020-01-27;0;7.4084115;46.9636718;7.4097249;46.9645717
31942043;2020-01-27;0;7.408411;46.9645713;7.4097244;46.9654712
31950037;2020-01-27;0;7.4084104;46.9654708;7.4097239;46.9663707
31958032;2020-01-27;0;7.4084099;46.9663703;7.4097234;46.9672702
31966028;2020-01-27;0;7.4084094;46.9672699;7.4097229;46.9681697
31974025;2020-01-27;0;7.4084089;46.9681694;7.4097224;46.9690692
31982023;2020-01-27;0;7.4084083;46.9690689;7.4097219;46.9699688
31886112;2020-01-27;0;7.4097289;46.9573755;7.4110422;46.9582754
31894099;2020-01-27;0;7.4097284;46.9582751;7.4110417;46.9591749
31902087;2020-01-27;0;7.4097279;46.9591746;7.4110412;46.9600744
31910076;2020-01-27;0;7.4097274;46.9600741;7.4110407;46.9609739
31918066;2020-01-27;0;7.4097269;46.9609736;7.4110403;46.9618735
31926057;2020-01-27;0;7.4097264;46.9618731;7.4110398;46.962773
31934049;2020-01-27;0;7.4097259;46.9627726;7.4110393;46.9636725
31942042;2020-01-27;0;7.4097254;46.9636722;7.4110388;46.964572
31950036;2020-01-27;0;7.4097249;46.9645717;7.4110384;46.9654715
31958031;2020-01-27;0;7.4097244;46.9654712;7.4110379;46.966371
31966027;2020-01-27;0;7.4097239;46.9663707;7.4110374;46.9672705
31974024;2020-01-27;0;7.4097234;46.9672702;7.4110369;46.9681701
31982022;2020-01-27;0;7.4097229;46.9681697;7.4110364;46.9690696
31990021;2020-01-27;0;7.4097224;46.9690692;7.411036;46.9699691
31886111;2020-01-27;0;7.4110431;46.9564764;7.4123564;46.9573762
31894098;2020-01-27;0;7.4110427;46.9573759;7.412356;46.9582757
31902086;2020-01-27;0;7.4110422;46.9582754;7.4123555;46.9591752
