tile_id;time;score;lower_left_lon;lower_left_lat;upper_right_lon;upper_right_lat
31599249;2020-01-27;0;7.4058063;46.9276903;7.4071188;46.9285902
31607200;2020-01-27;0;7.4058057;46.9285899;7.4071182;46.9294898
31615152;2020-01-27;0;7.4058051;46.9294894;7.4071177;46.9303893
31623105;2020-01-27;0;7.4058046;46.9303889;7.4071171;46.9312888
31583349;2020-01-27;0;7.4071209;46.9249922;7.4084334;46.925892
31591298;2020-01-27;0;7.4071204;46.9258917;7.4084329;46.9267916
31599248;2020-01-27;0;7.4071199;46.9267912;7.4084324;46.9276911
31607199;2020-01-27;0;7.4071193;46.9276907;7.4084318;46.9285906
31615151;2020-01-27;0;7.4071188;46.9285902;7.4084313;46.9294901
31623104;2020-01-27;0;7.4071182;46.9294898;7.4084308;46.9303896
31631058;2020-01-27;0;7.4071177;46.9303893;7.4084303;46.9312892
31591297;2020-01-27;0;7.4084339;46.9249925;7.4097464;46.9258924
31599247;2020-01-27;0;7.4084334;46.925892;7.4097459;46.9267919
31607198;2020-01-27;0;7.4084329;46.9267916;7.4097454;46.9276914
31615150;2020-01-27;0;7.4084324;46.9276911;7.4097449;46.928591
31623103;2020-01-27;0;7.4084318;46.9285906;7.4097444;46.9294905
31631057;2020-01-27;0;7.4084313;46.9294901;7.4097439;46.93039
31639012;2020-01-27;0;7.4084308;46.9303896;7.4097434;46.9312895
31599246;2020-01-27;711;7.4097469;46.9249929;7.4110594;46.9258927
31607197;2020-01-27;319;7.4097464;46.9258924;7.4110589;46.9267922
31615149;2020-01-27;0;7.4097459;46.9267919;7.4110584;46.9276918
31623102;2020-01-27;0;7.4097454;46.9276914;7.411058;46.9285913
31631056;2020-01-27;0;7.4097449;46.928591;7.4110575;46.9294908
31639011;2020-01-27;0;7.4097444;46.9294905;7.411057;46.9303903
31646967;2020-01-27;0;7.4097439;46.93039;7.4110565;46.9312899
31599245;2020-01-27;1382;7.4110603;46.9240937;7.4123728;46.9249935
31607196;2020-01-27;1160;7.4110599;46.9249932;7.4123724;46.925893
